wine_id,vineyard_id,name,classification,year,rating,location,appelation
517,57703,Dutton-Goldfield Chardonnay Dutton Ranch,White,2005,4.45,Russian River Valley,Dutton Ranch
518,57703,Dutton-Goldfield Chardonnay Dutton Ranch,White,2004,4.45,Russian River Valley,Dutton Ranch
519,57703,Dutton-Goldfield Chardonnay Dutton Ranch,White,2003,,Russian River Valley,Dutton Ranch
520,57703,Dutton-Goldfield Chardonnay Dutton Ranch,White,2002,0.05,Russian River Valley,Dutton Ranch
521,57703,Dutton-Goldfield Chardonnay Dutton Ranch,White,2001,,Russian River Valley,Dutton Ranch
522,57703,Dutton-Goldfield Chardonnay Dutton Ranch,White,1999,0.05,Russian River Valley,Dutton Ranch
523,57703,Dutton-Goldfield Chardonnay Dutton Ranch,White,1998,,Russian River Valley,Dutton Ranch
524,46295,J. Lohr Gesture GSM,Red,2023,,Paso Robles,Gesture
525,46295,J. Lohr Gesture GSM,Red,2023,,Paso Robles Adelaida District,Gesture
526,46295,J. Lohr Gesture GSM,Red,2022,,Paso Robles,Gesture
527,46295,J. Lohr Gesture GSM,Red,2022,,Paso Robles Adelaida District,Gesture
528,46295,J. Lohr Gesture GSM,Red,2021,,Paso Robles,Gesture
529,46295,J. Lohr Gesture GSM,Red,2021,4.5,Paso Robles Adelaida District,Gesture
530,46295,J. Lohr Gesture GSM,Red,2020,,Paso Robles Adelaida District,Gesture
531,46295,J. Lohr Gesture GSM,Red,2019,4.45,Paso Robles Adelaida District,Gesture
532,46295,J. Lohr Gesture GSM,Red,2018,4.35,Paso Robles,Gesture
533,46295,J. Lohr Gesture GSM,Red,2017,4.5,Paso Robles,Gesture
534,46295,J. Lohr Gesture GSM,Red,2016,4.45,Paso Robles,Gesture
535,46295,J. Lohr Gesture GSM,Red,2015,4.45,Paso Robles,Gesture
536,46295,J. Lohr Gesture GSM,Red,2014,4.2,Paso Robles,Gesture
537,46295,J. Lohr Gesture GSM,Red,2013,4.4,Paso Robles,Gesture
538,46295,J. Lohr Gesture GSM,Red,2012,4.4,Paso Robles,Gesture
539,46295,J. Lohr Gesture GSM,Red,2011,4.45,Paso Robles,Gesture
540,46295,J. Lohr Gesture GSM,Red,2010,4.4,Paso Robles,Gesture
541,46295,J. Lohr Gesture GSM,Red,2009,4.5,Paso Robles,Gesture
542,46295,J. Lohr Gesture GSM,Red,2008,4.35,Paso Robles,Gesture
543,46295,J. Lohr Gesture GSM,Red,2007,4.4,Paso Robles,Gesture
544,46295,J. Lohr Gesture GSM Limited Release,Red,2023,,Paso Robles Adelaida District,Gesture
545,46295,J. Lohr Gesture GSM Limited Release,Red,2022,,Paso Robles Adelaida District,Gesture
546,46295,"J. Lohr Gesture RVG Roussanne, Grenache Blanc, Viognier",White,2023,,Paso Robles,Gesture
547,46295,"J. Lohr Gesture RVG Roussanne, Grenache Blanc, Viognier",White,2023,,Paso Robles Adelaida District,Gesture
548,46295,"J. Lohr Gesture RVG Roussanne, Grenache Blanc, Viognier",White,2022,,Paso Robles Adelaida District,Gesture
549,17865,J. Lohr Chardonnay October Night,White,2023,,Arroyo Seco,October Night
550,17865,J. Lohr Chardonnay October Night,White,2022,4.55,Arroyo Seco,October Night
551,17865,J. Lohr Chardonnay October Night,White,2021,,Arroyo Seco,October Night
552,17865,J. Lohr Chardonnay October Night,White,2020,4.45,Arroyo Seco,October Night
553,17865,J. Lohr Chardonnay October Night,White,2019,,Arroyo Seco,October Night
554,17865,J. Lohr Chardonnay October Night,White,2018,4.5,Arroyo Seco,October Night
555,17865,J. Lohr Chardonnay October Night,White,2017,4.45,Arroyo Seco,October Night
556,17865,J. Lohr Chardonnay October Night,White,2016,4.55,Arroyo Seco,October Night
557,17865,J. Lohr Chardonnay October Night,White,2015,4.5,Arroyo Seco,October Night
558,17865,J. Lohr Chardonnay October Night,White,2014,,Arroyo Seco,October Night
559,17865,J. Lohr Chardonnay October Night,White,2013,,Arroyo Seco,October Night
560,17865,J. Lohr Chardonnay October Night,White,2012,,Arroyo Seco,October Night
561,17865,J. Lohr Chardonnay October Night,White,2011,4.5,Arroyo Seco,October Night
562,17865,J. Lohr Chardonnay October Night,White,2010,4.85,Arroyo Seco,October Night
563,17865,J. Lohr Chardonnay October Night,White,2009,4.1,Arroyo Seco,October Night
564,17865,J. Lohr Chardonnay October Night,White,2007,4.3,Arroyo Seco,October Night
565,17865,J. Lohr Chardonnay October Night,White,2006,4.35,Arroyo Seco,October Night
566,17865,J. Lohr Chardonnay October Night,White,2005,4.45,Arroyo Seco,October Night
567,17865,J. Lohr Chardonnay October Night,White,2004,,Arroyo Seco,October Night
568,53162,MCV 1105,Red,2022,,Paso Robles,1105
569,53162,MCV 1105,Red,2021,4.7,Paso Robles,1105
570,53162,MCV 1105,Red,2020,,Paso Robles,1105
571,53162,MCV 1105,Red,2019,0.05,Paso Robles,1105
572,53162,MCV 1105,Red,2018,4.55,Paso Robles,1105
573,53162,MCV 1105,Red,2017,,Paso Robles,1105
574,53162,MCV 1105,Red,2016,4.55,Paso Robles,1105
575,53162,MCV 1105,Red,2015,4.55,Paso Robles,1105
576,53162,MCV 1105,Red,2014,4.55,Paso Robles,1105
577,53162,MCV 1105,Red,2013,4.6,Paso Robles,1105
578,53162,MCV 1105,Red,2012,4.45,Paso Robles,1105
579,53162,MCV 1105,Red,2011,4.55,Paso Robles,1105
580,52656,Mounts Family Winery Clairette Blanche Verah,White,2019,,Dry Creek Valley,Verah
581,52656,Mounts Family Winery Counoise Verah,Red,2022,,Dry Creek Valley,Verah
582,52656,Mounts Family Winery Counoise Verah,Red,2021,,Dry Creek Valley,Verah
583,52656,Mounts Family Winery Counoise Verah,Red,2018,,Dry Creek Valley,Verah
584,52656,Mounts Family Winery Picpoul Blanc Verah,White,2018,,Dry Creek Valley,Verah
585,52656,Mounts Family Winery Picpoul Blanc Verah,White,2017,,Dry Creek Valley,Verah
586,52656,Mounts Family Winery Picpoul Blanc Verah,White,2016,,Dry Creek Valley,Verah
587,52656,Mounts Family Winery Picpoul Blanc Verah,White,2015,,Dry Creek Valley,Verah
588,52656,Mounts Family Winery Verah,Red,2022,,Dry Creek Valley,Verah
589,52656,Mounts Family Winery Verah,Red,2021,,Dry Creek Valley,Verah
590,52656,Mounts Family Winery Verah,Red,2019,4.4,Dry Creek Valley,Verah
591,52656,Mounts Family Winery Verah,Red,2018,,Dry Creek Valley,Verah
592,52656,Mounts Family Winery Verah,Red,2017,4.45,Dry Creek Valley,Verah
593,52656,Mounts Family Winery Verah,Red,2016,,Dry Creek Valley,Verah
594,52656,Mounts Family Winery Verah,Red,2015,,Dry Creek Valley,Verah
595,52656,Mounts Family Winery Verah,Red,2014,,Dry Creek Valley,Verah
596,52656,Mounts Family Winery Verah,Red,2013,4.45,Dry Creek Valley,Verah
597,52656,Mounts Family Winery Verah,Red,2012,4.45,Dry Creek Valley,Verah
598,52656,Mounts Family Winery Verah Pink Counoise,Rosé,2021,,Dry Creek Valley,Verah
599,52656,Mounts Family Winery Verah Pink Counoise,Rosé,2017,,Dry Creek Valley,Verah
600,52656,Mounts Family Winery Verah Pink Counoise,Rosé,2016,,Dry Creek Valley,Verah
601,52656,Mounts Family Winery Verah Sparkling Svet,White - Sparkling,2014,,Dry Creek Valley,Verah
602,52656,Mounts Family Winery Verah Sparkling Svet,White - Sparkling,2013,,Dry Creek Valley,Verah
603,52656,Mounts Family Winery Verah White,White,2021,,Dry Creek Valley,Verah
604,52656,Mounts Family Winery Verah White,White,2019,,Dry Creek Valley,Verah
605,50721,St. Pauls Blauburgunder Riserva Passion,Red,2017,4.4,Alto Adige - Südtirol,Passion Riserva
606,50721,St. Pauls Blauburgunder Riserva Passion,Red,2016,4.3,Alto Adige - Südtirol,Passion Riserva
607,50721,St. Pauls Blauburgunder Riserva Passion,Red,2015,4.45,Alto Adige - Südtirol,Passion Riserva
608,50721,St. Pauls Blauburgunder Riserva Passion,Red,2012,,Alto Adige - Südtirol,Passion Riserva
609,50721,St. Pauls Lagrein Passion Riserva,Red,2017,,Alto Adige - Südtirol,Passion Riserva
610,50721,St. Pauls Lagrein Passion Riserva,Red,2016,,Alto Adige - Südtirol,Passion Riserva
611,50721,St. Pauls Lagrein Passion Riserva,Red,2013,,Alto Adige - Südtirol,Passion Riserva
612,57733,Silvan Ridge Pinot Noir Reserve,Red,2023,,Willamette Valley,Reserve
613,57733,Silvan Ridge Pinot Noir Reserve,Red,2022,,Willamette Valley,Reserve
614,57733,Silvan Ridge Pinot Noir Reserve,Red,2022,,Yamhill-Carlton,Reserve
615,57733,Silvan Ridge Pinot Noir Reserve,Red,2021,,Willamette Valley,Reserve
616,57733,Silvan Ridge Pinot Noir Reserve,Red,2020,,Willamette Valley,Reserve
617,57733,Silvan Ridge Pinot Noir Reserve,Red,2010,4.35,Willamette Valley,Reserve
618,57733,Silvan Ridge Pinot Noir Reserve,Red,2010,4.55,Yamhill-Carlton,Reserve
619,57733,Silvan Ridge Pinot Noir Reserve,Red,2009,4.4,Willamette Valley,Reserve
620,57733,Silvan Ridge Pinot Noir Reserve,Red,2008,4.55,Willamette Valley,Reserve
621,57733,Silvan Ridge Pinot Noir Reserve,Red,2007,3.95,Willamette Valley,Reserve
622,57733,Silvan Ridge Pinot Noir Reserve,Red,2006,0.05,Willamette Valley,Reserve
623,57733,Silvan Ridge Pinot Noir Reserve,Red,2005,4.2,Willamette Valley,Reserve
624,57733,Silvan Ridge Pinot Noir Reserve,Red,2003,4.3,Willamette Valley,Reserve
625,57733,Silvan Ridge Pinot Noir Reserve,Red,2002,,Willamette Valley,Reserve
626,57733,Silvan Ridge Pinot Noir Reserve Bradshaw Vineyards,Red,2013,,Willamette Valley,Reserve
627,57733,Silvan Ridge Pinot Noir Reserve Bradshaw Vineyards,Red,2007,,Willamette Valley,Reserve
628,57733,Silvan Ridge Pinot Noir Reserve Falcon Glen,Red,2015,,Willamette Valley,Reserve
629,57733,Silvan Ridge Pinot Noir Reserve Falcon Glen,Red,2014,,Willamette Valley,Reserve
630,57733,Silvan Ridge Pinot Noir Reserve Falcon Glen,Red,2013,,Willamette Valley,Reserve
631,57733,Silvan Ridge Pinot Noir Reserve Falcon Glen,Red,2007,,Willamette Valley,Reserve
632,57733,Silvan Ridge Pinot Noir Reserve Freedom Hill Vineyard,Red,2010,,Willamette Valley,Reserve
633,57733,Silvan Ridge Pinot Noir Reserve Lazy River Vineyard,Red,2009,4.4,Willamette Valley,Reserve
634,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2020,,McLaren Vale,The Derelict Vineyard
635,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2019,4.45,McLaren Vale,The Derelict Vineyard
636,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2018,4.5,McLaren Vale,The Derelict Vineyard
637,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2017,,McLaren Vale,The Derelict Vineyard
638,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2016,4.25,McLaren Vale,The Derelict Vineyard
639,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2015,4.5,McLaren Vale,The Derelict Vineyard
640,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2014,4.25,McLaren Vale,The Derelict Vineyard
641,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2013,4.4,McLaren Vale,The Derelict Vineyard
642,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2012,4.4,McLaren Vale,The Derelict Vineyard
643,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2011,4.35,McLaren Vale,The Derelict Vineyard
644,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2010,4.45,McLaren Vale,The Derelict Vineyard
645,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2009,4.45,McLaren Vale,The Derelict Vineyard
646,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2008,4.5,McLaren Vale,The Derelict Vineyard
647,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2007,4.35,McLaren Vale,The Derelict Vineyard
648,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2006,4.4,McLaren Vale,The Derelict Vineyard
649,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2005,4.35,McLaren Vale,The Derelict Vineyard
650,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2004,4.5,McLaren Vale,The Derelict Vineyard
651,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2003,4.45,McLaren Vale,The Derelict Vineyard
652,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2002,4.45,McLaren Vale,The Derelict Vineyard
653,49899,d'Arenberg Grenache The Derelict Vineyard,Red,2001,,McLaren Vale,The Derelict Vineyard
654,49899,d'Arenberg Grenache The Derelict Vineyard,Red,1997,,McLaren Vale,The Derelict Vineyard
655,100,"Chateau du ""B"" Red Wine",Red,2005,,New Jersey,Herederos de François Lurton Villaf
656,57733,Finca Las Moras Chardonnay Reserve Organic,White,2022,,San Juan,Reserve
657,57733,Finca Las Moras Chardonnay Reserve Organic,White,2019,,San Juan,Reserve
658,57733,Finca Las Moras Chardonnay Reserve Organic,White,2018,,San Juan,Reserve
659,57733,Finca Las Moras Chardonnay Reserve Organic,White,2016,4.1,San Juan,Reserve
660,57733,Finca Las Moras Malbec Alma Mora Select Reserve,Red,2022,,San Juan,Reserve
661,57733,Finca Las Moras Malbec Alma Mora Select Reserve,Red,2021,,San Juan,Reserve
662,57733,Finca Las Moras Malbec Alma Mora Select Reserve,Red,2020,4.35,San Juan,Reserve
663,57733,Finca Las Moras Malbec Alma Mora Select Reserve,Red,2019,4.35,San Juan,Reserve
664,57733,Finca Las Moras Malbec Alma Mora Select Reserve,Red,2018,,San Juan,Reserve
665,57733,Finca Las Moras Malbec Alma Mora Select Reserve,Red,2017,4.35,San Juan,Reserve
666,57733,Finca Las Moras Shiraz Reserve,Red,2011,,San Juan,Reserve
667,57733,Finca Las Moras Shiraz Reserve,Red,2010,4.25,San Juan,Reserve
668,57733,Finca Las Moras Shiraz Reserve,Red,2009,,San Juan,Reserve
669,57733,Finca Las Moras Shiraz Reserve,Red,2008,3.55,San Juan,Reserve
670,57733,Finca Las Moras Shiraz Reserve,Red,2007,4.3,San Juan,Reserve
671,57733,Finca Las Moras Shiraz Reserve,Red,2006,4.35,San Juan,Reserve
672,57733,Finca Las Moras Tempranillo Reserve,Red,2013,,San Juan,Reserve
673,57733,Finca Las Moras Tempranillo Reserve,Red,2012,,San Juan,Reserve
674,57733,Finca Las Moras Tempranillo Reserve,Red,2011,,San Juan,Reserve
675,57733,Finca Las Moras Tempranillo Reserve,Red,2010,4.4,San Juan,Reserve
676,57733,Finca Las Moras Tempranillo Reserve,Red,2009,,San Juan,Reserve
677,57733,Finca Las Moras Tempranillo Reserve,Red,2005,,San Juan,Reserve
678,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2018,,Willamette Valley,Estate Single Vineyard
679,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2016,,Willamette Valley,Estate Single Vineyard
680,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2010,,Willamette Valley,Estate Single Vineyard
681,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2009,4.4,Willamette Valley,Estate Single Vineyard
682,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2008,4.45,Willamette Valley,Estate Single Vineyard
683,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2006,4,Willamette Valley,Estate Single Vineyard
684,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2003,,Willamette Valley,Estate Single Vineyard
685,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2002,4.65,Willamette Valley,Estate Single Vineyard
686,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,1999,,Willamette Valley,Estate Single Vineyard
687,102,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,1991,,Willamette Valley,Estate Single Vineyard
688,57647,Esterlina Pinot Noir Reserva,Red,2013,,Cole Ranch,Reserva
689,57647,Esterlina Pinot Noir Reserva,Red,2012,4.35,Cole Ranch,Reserva
690,57647,Esterlina Pinot Noir Reserva,Red,2010,4.35,Cole Ranch,Reserva
691,57647,Esterlina Pinot Noir Reserva,Red,2009,4.45,Cole Ranch,Reserva
692,57647,Esterlina Pinot Noir Reserva,Red,2008,4.4,Cole Ranch,Reserva
693,57647,Esterlina Pinot Noir Reserva,Red,2007,4.55,Cole Ranch,Reserva
694,57647,Esterlina Pinot Noir Reserva,Red,2006,4.3,Cole Ranch,Reserva
695,57647,Esterlina Pinot Noir Reserva,Red,2005,,Cole Ranch,Reserva
696,57647,Esterlina Pinot Noir Reserva,Red,2004,4.15,Cole Ranch,Reserva
697,57540,Amity Vineyards Late Harvest Riesling Estate Vineyard,White - Sweet/Dessert,2007,4.4,Willamette Valley,Estate
698,57540,Amity Vineyards Pinot Noir Estate,Red,2019,,Eola - Amity Hills,Estate
699,57540,Amity Vineyards Pinot Noir Estate,Red,2018,,Eola - Amity Hills,Estate
700,57540,Amity Vineyards Pinot Noir Estate,Red,2011,4.4,Willamette Valley,Estate
701,57540,Amity Vineyards Pinot Noir Estate,Red,2010,,Willamette Valley,Estate
702,57540,Amity Vineyards Pinot Noir Estate,Red,2009,,Willamette Valley,Estate
703,57540,Amity Vineyards Pinot Noir Estate,Red,2008,,Willamette Valley,Estate
704,57540,Amity Vineyards Pinot Noir Estate,Red,2006,,Willamette Valley,Estate
705,57540,Amity Vineyards Pinot Noir Estate,Red,2003,,Willamette Valley,Estate
706,57540,Amity Vineyards Pinot Noir Estate,Red,2002,4.55,Willamette Valley,Estate
707,57540,Amity Vineyards Pinot Noir Estate,Red,1999,4.55,Willamette Valley,Estate
708,57540,Amity Vineyards Pinot Noir Estate,Red,1985,,Willamette Valley,Estate
709,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2018,,Willamette Valley,Estate
710,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2016,,Willamette Valley,Estate
711,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2010,,Willamette Valley,Estate
712,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2009,4.4,Willamette Valley,Estate
713,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2008,4.45,Willamette Valley,Estate
714,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2006,4,Willamette Valley,Estate
715,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2003,,Willamette Valley,Estate
716,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,2002,4.65,Willamette Valley,Estate
717,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,1999,,Willamette Valley,Estate
718,57540,Amity Vineyards Pinot Noir Estate Single Vineyard,Red,1991,,Willamette Valley,Estate
719,57540,Amity Vineyards Riesling Estate,White,2021,,Willamette Valley,Estate
720,57540,Amity Vineyards Riesling Estate,White,2010,,Willamette Valley,Estate
721,57540,Amity Vineyards Riesling Estate,White,2008,,Willamette Valley,Estate
722,9169,Beaver Creek Fairytale,Red,2019,4.45,Napa Valley,Fairytale
723,9169,Beaver Creek Fairytale,Red,2015,,Napa Valley,Fairytale
724,9169,Beaver Creek Fairytale,Red,2014,,Napa Valley,Fairytale
725,9169,Beaver Creek Fairytale,Red,2013,4.55,Napa Valley,Fairytale
726,9169,Beaver Creek Fairytale,Red,2011,,Napa Valley,Fairytale
727,9169,Beaver Creek Fairytale,Red,2008,4.3,Napa Valley,Fairytale
728,9169,Beaver Creek Fairytale,Red,2007,4.3,Napa Valley,Fairytale
729,109,Kaiken Corte Malbec/Bonarda/Petit Verdot,Red,2018,,Lujan de Cuyo,Corte Malbec-Bonarda-Petit Verdot
730,109,Kaiken Corte Malbec/Bonarda/Petit Verdot,Red,2016,,Lujan de Cuyo,Corte Malbec-Bonarda-Petit Verdot
731,109,Kaiken Corte Malbec/Bonarda/Petit Verdot,Red,2015,,Lujan de Cuyo,Corte Malbec-Bonarda-Petit Verdot
732,109,Kaiken Corte Malbec/Bonarda/Petit Verdot,Red,2014,4.4,Lujan de Cuyo,Corte Malbec-Bonarda-Petit Verdot
733,109,Kaiken Corte Malbec/Bonarda/Petit Verdot,Red,2013,4.4,Lujan de Cuyo,Corte Malbec-Bonarda-Petit Verdot
734,109,Kaiken Corte Malbec/Bonarda/Petit Verdot,Red,2012,,Lujan de Cuyo,Corte Malbec-Bonarda-Petit Verdot
735,109,Kaiken Corte Malbec/Bonarda/Petit Verdot,Red,2010,4.35,Lujan de Cuyo,Corte Malbec-Bonarda-Petit Verdot
736,109,Kaiken Corte Malbec/Bonarda/Petit Verdot,Red,2009,,Lujan de Cuyo,Corte Malbec-Bonarda-Petit Verdot
737,109,Kaiken Corte Malbec/Bonarda/Petit Verdot,Red,2008,,Lujan de Cuyo,Corte Malbec-Bonarda-Petit Verdot
738,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2022,,Mendoza,Reserva de Familia
739,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2021,,Mendoza,Reserva de Familia
740,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2020,,Mendoza,Reserva de Familia
741,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2019,,Mendoza,Reserva de Familia
742,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2018,,Mendoza,Reserva de Familia
743,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2017,,Mendoza,Reserva de Familia
744,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2016,,Mendoza,Reserva de Familia
745,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2015,4.45,Mendoza,Reserva de Familia
746,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2014,4.5,Mendoza,Reserva de Familia
747,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2013,4.5,Mendoza,Reserva de Familia
748,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2011,4.5,Mendoza,Reserva de Familia
749,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2010,,Mendoza,Reserva de Familia
750,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2009,,Mendoza,Reserva de Familia
751,42552,Bodega Sottano Cabernet Sauvignon Reserva de Familia,Red,2008,,Mendoza,Reserva de Familia
752,42552,Bodega Sottano Malbec Reserva de Familia,Red,2022,,Mendoza,Reserva de Familia
753,42552,Bodega Sottano Malbec Reserva de Familia,Red,2021,,Mendoza,Reserva de Familia
754,42552,Bodega Sottano Malbec Reserva de Familia,Red,2020,,Mendoza,Reserva de Familia
755,42552,Bodega Sottano Malbec Reserva de Familia,Red,2019,4.5,Mendoza,Reserva de Familia
756,42552,Bodega Sottano Malbec Reserva de Familia,Red,2018,,Mendoza,Reserva de Familia
757,42552,Bodega Sottano Malbec Reserva de Familia,Red,2017,4.5,Mendoza,Reserva de Familia
758,42552,Bodega Sottano Malbec Reserva de Familia,Red,2016,,Mendoza,Reserva de Familia
759,42552,Bodega Sottano Malbec Reserva de Familia,Red,2015,4.55,Mendoza,Reserva de Familia
760,42552,Bodega Sottano Malbec Reserva de Familia,Red,2014,4.45,Mendoza,Reserva de Familia
761,42552,Bodega Sottano Malbec Reserva de Familia,Red,2013,,Mendoza,Reserva de Familia
762,42552,Bodega Sottano Malbec Reserva de Familia,Red,2012,4.45,Mendoza,Reserva de Familia
763,55138,Erath Pinot Noir Bishop Creek,Red,2019,,Yamhill-Carlton,Bishop Creek
764,55138,Erath Pinot Noir Bishop Creek,Red,2018,,Yamhill-Carlton,Bishop Creek
765,55138,Erath Pinot Noir Bishop Creek,Red,2017,4.5,Yamhill-Carlton,Bishop Creek
766,55138,Erath Pinot Noir Bishop Creek,Red,2016,4.45,Yamhill-Carlton,Bishop Creek
767,55138,Erath Pinot Noir Bishop Creek,Red,2015,,Yamhill-Carlton,Bishop Creek
768,55138,Erath Pinot Noir Bishop Creek,Red,2014,4.5,Yamhill-Carlton,Bishop Creek
769,55138,Erath Pinot Noir Bishop Creek,Red,2013,4.55,Yamhill-Carlton,Bishop Creek
770,55138,Erath Pinot Noir Bishop Creek,Red,2012,4.45,Yamhill-Carlton,Bishop Creek
771,55138,Erath Pinot Noir Bishop Creek,Red,2011,,Yamhill-Carlton,Bishop Creek
772,55138,Erath Pinot Noir Bishop Creek,Red,2010,4.3,Yamhill-Carlton,Bishop Creek
773,55138,Erath Pinot Noir Bishop Creek,Red,2009,4.65,Yamhill-Carlton,Bishop Creek
774,55138,Erath Pinot Noir Bishop Creek,Red,2006,4.45,Yamhill-Carlton,Bishop Creek
775,55138,Erath Pinot Noir Bishop Creek,Red,2003,,Yamhill-Carlton,Bishop Creek
776,55138,Erath Pinot Noir Bishop Creek,Red,2000,,Yamhill-Carlton,Bishop Creek
777,34427,J. Christopher Pinot Noir Bella Vida Vineyard,Red,2020,2.5,Dundee Hills,Bella Vida Vineyard Unfiltered
778,34427,J. Christopher Pinot Noir Bella Vida Vineyard,Red,2019,,Dundee Hills,Bella Vida Vineyard Unfiltered
779,34427,J. Christopher Pinot Noir Bella Vida Vineyard,Red,2018,4.55,Dundee Hills,Bella Vida Vineyard Unfiltered
780,34427,J. Christopher Pinot Noir Bella Vida Vineyard,Red,2017,4.6,Dundee Hills,Bella Vida Vineyard Unfiltered
781,34427,J. Christopher Pinot Noir Bella Vida Vineyard,Red,2016,4.55,Dundee Hills,Bella Vida Vineyard Unfiltered
782,34427,J. Christopher Pinot Noir Bella Vida Vineyard,Red,2011,4.5,Dundee Hills,Bella Vida Vineyard Unfiltered
783,34427,J. Christopher Pinot Noir Bella Vida Vineyard,Red,2010,,Dundee Hills,Bella Vida Vineyard Unfiltered
784,34427,J. Christopher Pinot Noir Bella Vida Vineyard,Red,2007,,Dundee Hills,Bella Vida Vineyard Unfiltered
785,34427,J. Christopher Pinot Noir Clonal Cuvée - Pommard & Wadenswil Bella Vida Vineyard,Red,2018,,Dundee Hills,Bella Vida Vineyard Unfiltered
786,34427,J. Christopher Pinot Noir Clonal Selection - Wadenswil Unfiltered Bella Vida Vineyard,Red,2018,4.5,Dundee Hills,Bella Vida Vineyard Unfiltered
787,34427,J. Christopher Pinot Noir Clonal Selection - Wadenswil Unfiltered Bella Vida Vineyard,Red,2017,,Dundee Hills,Bella Vida Vineyard Unfiltered
788,34427,J. Christopher Pinot Noir Pommard Bella Vida Vineyard,Red,2018,,Dundee Hills,Bella Vida Vineyard Unfiltered
789,34427,J. Christopher Pinot Noir Pommard Bella Vida Vineyard,Red,2017,4.75,Dundee Hills,Bella Vida Vineyard Unfiltered
790,34427,J. Christopher Pinot Noir Single Barrel Selection Bella Vida Vineyard,Red,2016,,Dundee Hills,Bella Vida Vineyard Unfiltered
791,52952,Kilikanoon Shiraz Green's Vineyard,Red,2015,4.1,Barossa Valley,Green's Vineyard
792,52952,Kilikanoon Shiraz Green's Vineyard,Red,2014,4.6,Barossa Valley,Green's Vineyard
793,52952,Kilikanoon Shiraz Green's Vineyard,Red,2013,4.5,Barossa Valley,Green's Vineyard
794,52952,Kilikanoon Shiraz Green's Vineyard,Red,2012,4.65,Barossa Valley,Green's Vineyard
795,52952,Kilikanoon Shiraz Green's Vineyard,Red,2010,4.45,Barossa Valley,Green's Vineyard
796,52952,Kilikanoon Shiraz Green's Vineyard,Red,2009,4.55,Barossa Valley,Green's Vineyard
797,52952,Kilikanoon Shiraz Green's Vineyard,Red,2008,0.15,Barossa Valley,Green's Vineyard
798,52952,Kilikanoon Shiraz Green's Vineyard,Red,2007,4.55,Barossa Valley,Green's Vineyard
